country,year,sample,serial,hhwt,geo1_ca2011,pernum,perwt,age,sex,bplcountry,citizen,empstat,empstatd,labforce,occisco,occ,indgen,ind,incearn
124,2011,124201101,19000,32.62,59,2,32.62,37,2,32040,3,1,100,2,3,35,112,14,700
124,2011,124201101,157000,32.03,35,3,32.03,35,2,33080,4,1,100,2,3,35,114,18,22400
124,2011,124201101,213000,32.1,59,2,32.1,39,2,33080,4,1,100,2,3,35,114,18,52600
124,2011,124201101,223000,32.03,35,2,32.03,48,2,24020,2,1,100,2,3,35,112,14,6900
124,2011,124201101,248000,32.03,35,3,32.03,24,2,24020,2,1,100,2,3,35,112,14,20900
124,2011,124201101,445000,32.1,59,2,32.1,48,2,31010,4,1,100,2,3,35,112,14,8100
124,2011,124201101,714000,32.1,59,2,32.1,64,2,24040,3,1,100,2,3,35,113,15,8800
124,2011,124201101,732000,32.02,48,2,32.02,62,2,24020,2,1,100,2,3,35,114,18,20800
124,2011,124201101,829000,40.26,59,2,40.26,21,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,847000,32.03,35,2,32.03,56,2,32100,3,1,100,2,3,35,112,14,20600
124,2011,124201101,879000,32.1,59,5,32.1,46,2,33080,4,1,100,2,3,35,114,18,8900
124,2011,124201101,906000,31.96,24,1,31.96,66,2,24020,2,1,100,2,3,35,112,14,0
124,2011,124201101,1057000,31.69,13,2,31.69,61,2,24020,2,1,100,2,3,35,113,15,7300
124,2011,124201101,1154000,32.03,35,3,32.03,17,2,24020,2,1,100,2,3,35,112,14,5600
124,2011,124201101,1272000,31.96,24,1,31.96,59,2,24020,2,3,300,1,3,35,113,15,12800
124,2011,124201101,1370000,32.02,48,2,32.02,61,2,32040,4,2,200,2,3,35,114,18,6000
124,2011,124201101,1551000,32.03,35,2,32.03,27,2,24020,2,1,100,2,3,35,112,14,16700
124,2011,124201101,1610000,31.64,10,2,31.64,70,2,24020,2,3,300,1,3,35,113,15,5200
124,2011,124201101,1655000,32.1,59,1,32.1,61,2,24020,2,1,100,2,3,35,113,15,5500
124,2011,124201101,1655000,32.1,59,3,32.1,17,2,24020,2,1,100,2,3,35,114,18,0
124,2011,124201101,1665000,32.03,35,5,32.03,43,2,33080,4,1,100,2,3,35,114,18,25000
124,2011,124201101,1668000,32.1,59,2,32.1,61,2,31010,3,1,100,2,3,35,113,15,49100
124,2011,124201101,1674000,32.03,35,2,32.03,40,2,39999,3,1,100,2,3,35,112,14,39800
124,2011,124201101,1736000,32.02,48,2,32.02,33,2,24020,2,1,100,2,3,35,112,14,33800
124,2011,124201101,1784000,32.03,35,4,32.03,33,2,33080,4,1,100,2,3,35,114,18,18200
124,2011,124201101,1794000,31.96,24,1,31.96,57,2,24020,2,1,100,2,3,35,113,15,6500
124,2011,124201101,1832000,32.58,47,4,32.58,28,2,33080,4,1,100,2,3,35,114,18,800
124,2011,124201101,1841000,49.35,48,1,49.35,32,2,24020,2,3,300,1,3,35,112,14,600
124,2011,124201101,1855000,32.02,48,4,32.02,40,2,33080,4,1,100,2,3,35,114,18,22500
124,2011,124201101,1857000,31.21,35,2,31.21,36,2,24020,2,1,100,2,3,35,112,14,40500
124,2011,124201101,1919000,31.96,24,3,31.96,29,2,24020,2,1,100,2,3,35,112,14,9100
124,2011,124201101,1929000,32.02,48,1,32.02,47,2,24020,2,1,100,2,3,35,112,14,36900
124,2011,124201101,1933000,32.42,35,3,32.42,19,2,24020,2,1,100,2,3,35,112,14,2200
124,2011,124201101,2096000,32.02,48,5,32.02,70,2,31010,4,1,100,2,3,35,114,18,5900
124,2011,124201101,2161000,32.58,47,1,32.58,59,2,24020,2,1,100,2,3,35,113,15,14700
124,2011,124201101,2359000,31.69,13,1,31.69,46,2,24020,2,1,100,2,3,35,114,18,26200
124,2011,124201101,2538000,31.96,24,2,31.96,33,2,24020,2,2,200,2,3,35,112,14,0
124,2011,124201101,2569000,32.03,35,1,32.03,44,2,24020,2,1,100,2,3,35,112,14,35200
124,2011,124201101,2585000,31.69,13,2,31.69,40,2,24020,2,1,100,2,3,35,113,15,23800
124,2011,124201101,2593000,31.96,24,2,31.96,57,2,24020,2,3,300,1,3,35,112,14,7700
124,2011,124201101,2618000,32.03,35,2,32.03,45,2,24020,2,1,100,2,3,35,113,15,40500
124,2011,124201101,2659000,71.35,12,2,71.35,52,2,24020,2,1,100,2,3,35,113,15,7800
124,2011,124201101,2675000,31.84,46,2,31.84,67,2,24020,2,1,100,2,3,35,112,14,3400
124,2011,124201101,2694000,50.01,24,1,50.01,54,2,24020,2,1,100,2,3,35,112,14,5000
124,2011,124201101,2719000,32.46,11,2,32.46,55,2,24020,2,1,100,2,3,35,113,15,6000
124,2011,124201101,2727000,51.14,24,4,51.14,27,2,41999,3,1,100,2,3,35,112,14,8700
124,2011,124201101,2747000,32.04,12,1,32.04,51,2,24020,2,2,200,2,3,35,112,14,28200
124,2011,124201101,2793000,31.64,10,2,31.64,24,2,24020,2,1,100,2,3,35,112,14,1500
124,2011,124201101,2817000,31.96,24,1,31.96,47,2,24020,2,1,100,2,3,35,112,14,22900
124,2011,124201101,2842000,32.1,59,2,32.1,44,2,24020,2,1,100,2,3,35,113,15,17600
124,2011,124201101,2850000,34.44,46,2,34.44,51,2,24020,2,1,100,2,3,35,112,14,26200
124,2011,124201101,2890000,32.02,48,2,32.02,29,2,24020,2,1,100,2,3,35,114,18,15200
124,2011,124201101,2937000,32.03,35,2,32.03,38,2,33080,4,1,100,2,3,35,114,18,21900
124,2011,124201101,2975000,31.64,10,1,31.64,57,2,24020,2,1,100,2,3,35,113,15,5900
124,2011,124201101,3013000,32.03,35,2,32.03,46,2,24020,2,1,100,2,3,35,113,15,33600
124,2011,124201101,3105000,45.99,12,1,45.99,42,2,24020,2,1,100,2,3,35,113,15,25100
124,2011,124201101,3125000,33.07,35,1,33.07,36,2,33080,4,1,100,2,3,35,113,15,24200
124,2011,124201101,3125000,33.07,35,3,33.07,54,2,33080,4,1,100,2,3,35,113,15,24600
124,2011,124201101,3202000,31.96,24,2,31.96,41,2,24020,2,3,300,1,3,35,114,18,8900
124,2011,124201101,3254000,32.03,35,2,32.03,58,2,32040,4,1,100,2,3,35,112,14,11400
124,2011,124201101,3266000,68.14,10,3,68.14,30,2,24020,2,2,200,2,3,35,112,14,24700
124,2011,124201101,3332000,31.84,46,4,31.84,20,2,24020,2,1,100,2,3,35,112,14,15200
124,2011,124201101,3333000,32.03,35,3,32.03,23,2,24020,2,1,100,2,3,35,114,18,26300
124,2011,124201101,3335000,32.62,59,8,32.62,31,2,33080,4,1,100,2,3,35,114,18,13400
124,2011,124201101,3384000,32.03,35,2,32.03,49,2,41999,3,1,100,2,3,35,113,15,10700
124,2011,124201101,3385000,31.96,24,2,31.96,62,2,24020,2,1,100,2,3,35,112,14,9700
124,2011,124201101,3526000,31.89,47,2,31.89,47,2,24020,2,1,100,2,3,35,113,15,7100
124,2011,124201101,3607000,32.03,35,1,32.03,47,2,43090,3,3,300,1,3,35,114,18,14400
124,2011,124201101,3702000,31.89,47,2,31.89,49,2,24020,2,1,100,2,3,35,112,14,0
124,2011,124201101,3724000,32.03,35,3,32.03,17,2,24020,2,1,100,2,3,35,114,18,1000
124,2011,124201101,3783000,31.96,24,1,31.96,38,2,24020,2,1,100,2,3,35,113,15,10600
124,2011,124201101,3825000,31.96,24,1,31.96,43,2,21999,3,1,100,2,3,35,113,15,50500
124,2011,124201101,3826000,31.84,46,1,31.84,32,2,24020,2,1,100,2,3,35,112,14,55600
124,2011,124201101,3857000,32.03,35,1,32.03,50,2,43070,3,1,100,2,3,35,112,14,0
124,2011,124201101,3868000,31.96,24,1,31.96,52,2,24020,2,1,100,2,3,35,113,15,10600
124,2011,124201101,3898000,54.47,59,1,54.47,70,2,42120,3,3,300,1,3,35,113,15,14200
124,2011,124201101,3936000,60.16,59,2,60.16,27,2,24020,2,1,100,2,3,35,112,14,14400
124,2011,124201101,3958000,32.1,59,3,32.1,15,2,31010,4,3,300,1,3,35,114,18,1300
124,2011,124201101,4012000,31.64,10,2,31.64,47,2,24020,2,1,100,2,3,35,113,15,17100
124,2011,124201101,4017000,32.42,35,2,32.42,50,2,24020,2,1,100,2,3,35,112,14,43000
124,2011,124201101,4105000,38.07,48,6,38.07,28,2,33080,4,1,100,2,3,35,114,18,8200
124,2011,124201101,4146000,46.29,24,1,46.29,63,2,24020,2,1,100,2,3,35,112,14,5500
124,2011,124201101,4254000,32.03,35,2,32.03,47,2,43070,3,1,100,2,3,35,112,14,35200
124,2011,124201101,4303000,32.42,35,7,32.42,38,2,33080,4,1,100,2,3,35,114,18,13200
124,2011,124201101,4341000,31.96,24,2,31.96,43,2,24020,2,3,300,1,3,35,112,14,3200
124,2011,124201101,4428000,32.03,35,2,32.03,62,2,31010,4,1,100,2,3,35,114,18,9900
124,2011,124201101,4531000,31.96,24,1,31.96,31,2,24020,2,1,100,2,3,35,113,15,30000
124,2011,124201101,4548000,62.14,12,2,62.14,29,2,24020,2,1,100,2,3,35,112,14,5300
124,2011,124201101,4680000,31.89,47,3,31.89,53,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,4718000,32.1,59,2,32.1,53,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,4732000,32.1,59,2,32.1,42,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,4885000,31.64,10,1,31.64,48,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,4966000,31.64,10,2,31.64,50,2,24020,2,3,300,1,3,35,113,15,21600
124,2011,124201101,5028000,32.91,47,2,32.91,42,2,42120,3,1,100,2,3,35,113,15,0
124,2011,124201101,5233000,31.64,10,1,31.64,69,2,24020,2,1,100,2,3,35,114,18,17600
124,2011,124201101,5273000,32.03,35,2,32.03,44,2,33080,4,1,100,2,3,35,114,18,3600
124,2011,124201101,5308000,31.96,24,1,31.96,55,2,24020,2,1,100,2,3,35,112,14,45000
124,2011,124201101,5360000,49.9,35,6,49.9,71,2,33080,3,1,100,2,3,35,113,15,0
124,2011,124201101,5406000,32.03,35,2,32.03,58,2,24020,2,1,100,2,3,35,113,15,28000
124,2011,124201101,5424000,32.03,35,3,32.03,19,2,24020,2,3,300,1,3,35,113,15,0
124,2011,124201101,5468000,31.89,47,2,31.89,34,2,24020,2,1,100,2,3,35,114,18,16500
124,2011,124201101,5501000,31.21,35,1,31.21,49,2,24040,4,1,100,2,3,35,113,15,-400
124,2011,124201101,5603000,32.42,35,6,32.42,72,2,43999,4,1,100,2,3,35,114,18,9000
124,2011,124201101,5621000,32.03,35,2,32.03,44,2,22000,3,1,100,2,3,35,113,15,38600
124,2011,124201101,5681000,32.03,35,2,32.03,40,2,24020,2,1,100,2,3,35,112,14,32400
124,2011,124201101,5682000,32.03,35,4,32.03,24,2,24020,2,3,300,1,3,35,112,14,4600
124,2011,124201101,5700000,32.42,35,1,32.42,47,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,5777000,32.1,59,2,32.1,25,2,24020,2,1,100,2,3,35,113,15,16300
124,2011,124201101,5815000,32.1,59,2,32.1,32,2,24020,2,1,100,2,3,35,112,14,6900
124,2011,124201101,5871000,31.64,10,2,31.64,39,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,5910000,46.69,12,1,46.69,57,2,24020,2,1,100,2,3,35,112,14,25400
124,2011,124201101,6093000,32.02,48,1,32.02,36,2,24020,2,1,100,2,3,35,113,15,26900
124,2011,124201101,6102000,32.03,35,1,32.03,48,2,24020,2,1,100,2,3,35,112,14,62100
124,2011,124201101,6121000,32.1,59,2,32.1,35,2,24020,2,1,100,2,3,35,112,14,300
124,2011,124201101,6144000,31.96,24,2,31.96,60,2,24020,2,1,100,2,3,35,112,14,12800
124,2011,124201101,6218000,32.03,35,2,32.03,40,2,24020,2,1,100,2,3,35,113,15,91900
124,2011,124201101,6226000,32.04,12,2,32.04,58,2,24020,2,1,100,2,3,35,113,15,35300
124,2011,124201101,6271000,32.58,47,2,32.58,46,2,24020,2,1,100,2,3,35,112,14,28000
124,2011,124201101,6393000,32.03,35,5,32.03,38,2,39999,4,1,100,2,3,35,114,18,1000
124,2011,124201101,6414000,32.03,35,1,32.03,56,2,24020,2,1,100,2,3,35,112,14,29700
124,2011,124201101,6449000,32.02,48,2,32.02,49,2,24020,2,1,100,2,3,35,112,14,6200
124,2011,124201101,6485000,31.64,10,2,31.64,58,2,24020,2,1,100,2,3,35,113,15,16000
124,2011,124201101,6522000,32.03,35,1,32.03,44,2,24020,2,1,100,2,3,35,112,14,35200
124,2011,124201101,6523000,32.1,59,3,32.1,16,2,24020,2,1,100,2,3,35,114,18,4000
124,2011,124201101,6658000,31.96,24,1,31.96,21,2,24020,2,1,100,2,3,35,112,14,7100
124,2011,124201101,6662000,32.03,35,4,32.03,54,2,33080,4,1,100,2,3,35,114,18,7000
124,2011,124201101,6703000,35.49,60,2,35.49,40,2,24020,2,1,100,2,3,35,113,15,28200
124,2011,124201101,6759000,32.1,59,1,32.1,55,2,24020,2,1,100,2,3,35,112,14,38100
124,2011,124201101,6941000,31.69,13,1,31.69,61,2,24020,2,1,100,2,3,35,113,15,5600
124,2011,124201101,6974000,32.62,59,6,32.62,29,2,33080,4,1,100,2,3,35,114,18,1200
124,2011,124201101,6995000,32.1,59,1,32.1,55,2,24020,2,1,100,2,3,35,112,14,44300
124,2011,124201101,6998000,62.26,35,2,62.26,61,2,24020,2,1,100,2,3,35,113,15,13200
124,2011,124201101,7076000,32.03,35,2,32.03,52,2,24020,2,1,100,2,3,35,114,18,25500
124,2011,124201101,7083000,32.03,35,3,32.03,42,2,24020,2,1,100,2,3,35,112,14,37600
124,2011,124201101,7100000,32.1,59,2,32.1,20,2,24020,2,3,300,1,3,35,113,15,100
124,2011,124201101,7271000,72.98,47,2,72.98,34,2,24020,2,1,100,2,3,35,114,18,4700
124,2011,124201101,7280000,32.1,59,1,32.1,58,2,24020,2,1,100,2,3,35,113,15,13700
124,2011,124201101,7288000,32.02,48,3,32.02,15,2,24020,2,3,300,1,3,35,114,18,100
124,2011,124201101,7355000,32.03,35,5,32.03,44,2,33080,4,1,100,2,3,35,114,18,18500
124,2011,124201101,7426000,32.03,35,2,32.03,29,2,33080,4,1,100,2,3,35,114,18,21400
124,2011,124201101,7434000,32.04,12,2,32.04,58,2,24020,2,1,100,2,3,35,112,14,24300
124,2011,124201101,7465000,32.03,35,2,32.03,51,2,32110,3,1,100,2,3,35,114,18,0
124,2011,124201101,7575000,32.03,35,1,32.03,37,2,24020,2,1,100,2,3,35,112,14,34800
124,2011,124201101,7588000,32.03,35,2,32.03,46,2,24020,2,1,100,2,3,35,112,14,31900
124,2011,124201101,7610000,32.03,35,1,32.03,52,2,24020,2,1,100,2,3,35,113,15,17000
124,2011,124201101,7617000,32.1,59,2,32.1,15,2,24020,2,2,200,2,3,35,114,18,5900
124,2011,124201101,7631000,32.02,48,4,32.02,26,2,24020,2,1,100,2,3,35,113,15,19000
124,2011,124201101,7646000,32.03,35,1,32.03,66,2,21140,3,1,100,2,3,35,113,15,8000
124,2011,124201101,7669000,31.96,24,2,31.96,49,2,24020,2,1,100,2,3,35,113,15,15500
124,2011,124201101,7863000,31.96,24,2,31.96,44,2,39999,3,1,100,2,3,35,112,14,27700
124,2011,124201101,7887000,32.03,35,4,32.03,15,2,24020,2,3,300,1,3,35,113,15,0
124,2011,124201101,7933000,32.42,35,2,32.42,48,2,44040,4,1,100,2,3,35,114,18,9100
124,2011,124201101,8123000,32.03,35,2,32.03,53,2,19999,3,2,200,2,3,35,114,18,28400
124,2011,124201101,8138000,32.03,35,1,32.03,32,2,24020,2,1,100,2,3,35,112,14,12800
124,2011,124201101,8149000,66.54,35,6,66.54,39,2,33080,4,1,100,2,3,35,114,18,14900
124,2011,124201101,8207000,32.03,35,4,32.03,43,2,33080,4,1,100,2,3,35,114,18,22400
124,2011,124201101,8222000,32.02,48,2,32.02,48,2,24020,2,1,100,2,3,35,112,14,18300
124,2011,124201101,8408000,31.89,47,2,31.89,39,2,24020,2,1,100,2,3,35,113,15,40200
124,2011,124201101,8413000,32.03,35,1,32.03,27,2,24020,2,1,100,2,3,35,113,15,2500
124,2011,124201101,8426000,31.96,24,2,31.96,57,2,24040,3,1,100,2,3,35,113,15,0
124,2011,124201101,8475000,32.03,35,3,32.03,65,2,33080,3,1,100,2,3,35,113,15,18700
124,2011,124201101,8509000,31.96,24,2,31.96,41,2,23000,4,3,300,1,3,35,112,14,800
124,2011,124201101,8536000,32.03,35,2,32.03,57,2,24020,2,1,100,2,3,35,112,14,47300
124,2011,124201101,8575000,38.8,10,1,38.8,47,2,24020,2,1,100,2,3,35,112,14,64700
124,2011,124201101,8642000,32.1,59,2,32.1,41,2,24020,2,1,100,2,3,35,112,14,22600
124,2011,124201101,8652000,31.96,24,1,31.96,52,2,33080,4,1,100,2,3,35,114,18,11500
124,2011,124201101,8652000,31.96,24,3,31.96,54,2,33080,3,1,100,2,3,35,114,18,19300
124,2011,124201101,8652000,31.96,24,4,31.96,48,2,33080,4,1,100,2,3,35,114,18,23500
124,2011,124201101,8719000,39.69,13,2,39.69,54,2,24020,2,1,100,2,3,35,113,15,11100
124,2011,124201101,8773000,33.92,59,1,33.92,58,2,33080,4,1,100,2,3,35,113,15,27000
124,2011,124201101,8791000,32.1,59,2,32.1,49,2,24020,2,1,100,2,3,35,112,14,33400
124,2011,124201101,8814000,32.42,35,2,32.42,46,2,39999,3,1,100,2,3,35,112,14,20400
124,2011,124201101,8841000,32.03,35,1,32.03,50,2,24020,2,1,100,2,3,35,113,15,47200
124,2011,124201101,8857000,35.04,35,2,35.04,29,2,24020,2,1,100,2,3,35,113,15,4400
124,2011,124201101,8961000,31.84,46,1,31.84,44,2,24020,2,2,200,2,3,35,112,14,8200
124,2011,124201101,8969000,32.03,35,2,32.03,19,2,24020,2,1,100,2,3,35,114,18,5100
124,2011,124201101,8971000,34.44,46,3,34.44,47,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,8976000,32.03,35,2,32.03,49,2,24020,2,1,100,2,3,35,113,15,11100
124,2011,124201101,9007000,30.16,60,3,30.16,33,2,24020,2,1,100,2,3,35,112,14,23200
124,2011,124201101,9052000,32.1,59,1,32.1,35,2,32050,3,1,100,2,3,35,114,18,9900
124,2011,124201101,9129000,32.03,35,2,32.03,50,2,24020,2,1,100,2,3,35,112,14,39600
124,2011,124201101,9131000,94.81,35,2,94.81,48,2,24020,2,3,300,1,3,35,113,15,17500
124,2011,124201101,9147000,32.03,35,2,32.03,32,2,24020,2,1,100,2,3,35,113,15,4100
124,2011,124201101,9176000,32.03,35,1,32.03,32,2,24020,2,2,200,2,3,35,112,14,18300
124,2011,124201101,9305000,32.03,35,2,32.03,60,2,24020,2,1,100,2,3,35,112,14,3500
124,2011,124201101,9364000,32.03,35,1,32.03,58,2,24020,2,2,200,2,3,35,113,15,6900
124,2011,124201101,9472000,32.02,48,2,32.02,23,2,24020,2,1,100,2,3,35,112,14,29300
124,2011,124201101,9520000,32.03,35,5,32.03,30,2,33080,4,1,100,2,3,35,114,18,22500
124,2011,124201101,9545000,31.96,24,2,31.96,58,2,24020,2,1,100,2,3,35,113,15,30600
124,2011,124201101,9599000,37.49,35,2,37.49,52,2,24020,2,1,100,2,3,35,113,15,25400
124,2011,124201101,9637000,32.02,48,2,32.02,51,2,24020,2,1,100,2,3,35,113,15,6900
124,2011,124201101,9670000,103.19,35,4,103.19,20,2,24020,2,1,100,2,3,35,114,18,300
124,2011,124201101,9736000,31.84,46,2,31.84,59,2,24020,2,1,100,2,3,35,112,14,25800
124,2011,124201101,9820000,32.03,35,2,32.03,54,2,31010,3,1,100,2,3,35,112,14,26600
124,2011,124201101,9875000,32.03,35,2,32.03,40,2,24020,2,1,100,2,3,35,112,14,26500
124,2011,124201101,9885000,32.03,35,2,32.03,61,2,24020,2,1,100,2,3,35,112,14,35100
124,2011,124201101,9894000,31.69,13,1,31.69,21,2,24020,2,1,100,2,3,35,114,18,9400
124,2011,124201101,9919000,31.96,24,1,31.96,23,2,24020,2,3,300,1,3,35,113,15,8500
124,2011,124201101,9978000,32.03,35,2,32.03,36,2,33080,4,1,100,2,3,35,114,18,19200
124,2011,124201101,10020000,32.1,59,4,32.1,18,2,21140,3,1,100,2,3,35,114,18,10600
124,2011,124201101,10080000,31.84,46,2,31.84,58,2,24020,2,1,100,2,3,35,112,14,15200
124,2011,124201101,10193000,31.96,24,1,31.96,51,2,24020,2,1,100,2,3,35,113,15,29100
124,2011,124201101,10207000,32.03,35,1,32.03,42,2,24020,2,1,100,2,3,35,112,14,27900
124,2011,124201101,10252000,58.15,13,1,58.15,76,2,24020,2,1,100,2,3,35,113,15,11200
124,2011,124201101,10255000,31.64,10,2,31.64,25,2,24020,2,1,100,2,3,35,114,18,31100
124,2011,124201101,10284000,32.1,59,1,32.1,52,2,31011,3,1,100,2,3,35,114,18,0
124,2011,124201101,10290000,31.69,13,2,31.69,42,2,24020,2,1,100,2,3,35,112,14,21100
124,2011,124201101,10444000,32.03,35,3,32.03,15,2,24020,2,3,300,1,3,35,114,18,14600
124,2011,124201101,10481000,31.96,24,2,31.96,58,2,24020,2,1,100,2,3,35,112,14,18600
124,2011,124201101,10563000,75.2,59,3,75.2,19,2,24020,2,1,100,2,3,35,114,18,3200
124,2011,124201101,10579000,31.96,24,4,31.96,34,2,33080,4,1,100,2,3,35,113,15,0
124,2011,124201101,10641000,31.84,46,2,31.84,43,2,32040,4,1,100,2,3,35,112,14,21200
124,2011,124201101,10821000,31.96,24,2,31.96,50,2,43090,3,1,100,2,3,35,114,18,24700
124,2011,124201101,10833000,32.03,35,1,32.03,30,2,24020,2,1,100,2,3,35,113,15,8000
124,2011,124201101,10878000,31.96,24,2,31.96,33,2,24020,2,1,100,2,3,35,112,14,49900
124,2011,124201101,10988000,32.03,35,4,32.03,35,2,31011,4,1,100,2,3,35,114,18,9100
124,2011,124201101,11174000,31.96,24,1,31.96,63,2,24020,2,3,300,1,3,35,112,14,300
124,2011,124201101,11196000,35.96,35,2,35.96,26,2,24040,3,1,100,2,3,35,112,14,48100
124,2011,124201101,11200000,34.07,35,1,34.07,59,2,24020,2,1,100,2,3,35,113,15,20300
124,2011,124201101,11255000,32.03,35,2,32.03,43,2,42120,4,1,100,2,3,35,112,14,0
124,2011,124201101,11288000,32.03,35,1,32.03,36,2,19999,3,1,100,2,3,35,113,15,48000
124,2011,124201101,11329000,32.03,35,2,32.03,29,2,32040,4,1,100,2,3,35,113,15,23700
124,2011,124201101,11333000,32.03,35,1,32.03,60,2,33080,3,1,100,2,3,35,114,18,21200
124,2011,124201101,11407000,31.89,47,2,31.89,57,2,33080,3,1,100,2,3,35,113,15,41100
124,2011,124201101,11424000,35.49,60,1,35.49,45,2,24020,2,1,100,2,3,35,113,15,85400
124,2011,124201101,11461000,31.96,24,1,31.96,61,2,24020,2,1,100,2,3,35,112,14,800
124,2011,124201101,11534000,32.03,35,2,32.03,51,2,24020,2,1,100,2,3,35,112,14,40000
124,2011,124201101,11545000,32.03,35,1,32.03,52,2,24020,2,1,100,2,3,35,113,15,2600
124,2011,124201101,11606000,32.03,35,3,32.03,26,2,24020,2,2,200,2,3,35,113,15,21900
124,2011,124201101,11608000,32.02,48,3,32.02,15,2,24020,2,1,100,2,3,35,113,15,1000
124,2011,124201101,11634000,32.1,59,3,32.1,29,2,33080,4,1,100,2,3,35,113,15,19400
124,2011,124201101,11670000,31.96,24,1,31.96,30,2,24020,2,1,100,2,3,35,112,14,16400
124,2011,124201101,11696000,31.69,13,2,31.69,82,2,24020,2,1,100,2,3,35,112,14,6500
124,2011,124201101,11749000,32.03,35,5,32.03,40,2,33080,4,1,100,2,3,35,114,18,23100
124,2011,124201101,11760000,32.03,35,1,32.03,34,2,24020,2,1,100,2,3,35,113,15,74800
124,2011,124201101,11805000,32.03,35,1,32.03,60,2,24020,2,1,100,2,3,35,112,14,25400
124,2011,124201101,11831000,31.84,46,2,31.84,28,2,24020,2,1,100,2,3,35,114,18,23900
124,2011,124201101,11858000,32.03,35,1,32.03,58,2,39999,3,1,100,2,3,35,113,15,14100
124,2011,124201101,11883000,32.1,59,2,32.1,53,2,24020,2,1,100,2,3,35,113,15,11100
124,2011,124201101,11906000,52.93,24,2,52.93,57,2,21999,3,1,100,2,3,35,113,15,44500
124,2011,124201101,11937000,31.64,10,2,31.64,63,2,24020,2,1,100,2,3,35,113,15,35700
124,2011,124201101,11938000,32.1,59,2,32.1,52,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,12049000,32.42,35,2,32.42,52,2,24020,2,1,100,2,3,35,112,14,33700
124,2011,124201101,12092000,31.96,24,1,31.96,35,2,21999,3,1,100,2,3,35,113,15,14000
124,2011,124201101,12135000,31.96,24,1,31.96,60,2,24020,2,1,100,2,3,35,113,15,23400
124,2011,124201101,12209000,31.96,24,1,31.96,65,2,21999,3,3,300,1,3,35,113,15,6500
124,2011,124201101,12230000,32.62,59,2,32.62,32,2,24020,2,1,100,2,3,35,113,15,21900
124,2011,124201101,12412000,32.03,35,2,32.03,45,2,24020,2,1,100,2,3,35,112,14,38400
124,2011,124201101,12443000,32.42,35,2,32.42,52,2,33080,3,1,100,2,3,35,112,14,35500
124,2011,124201101,12463000,32.02,48,2,32.02,30,2,32100,4,1,100,2,3,35,113,15,22100
124,2011,124201101,12513000,31.72,48,9,31.72,24,2,32100,3,1,100,2,3,35,114,18,11900
124,2011,124201101,12551000,32.03,35,2,32.03,42,2,31032,3,1,100,2,3,35,113,15,400
124,2011,124201101,12664000,31.69,13,2,31.69,41,2,24020,2,1,100,2,3,35,112,14,21300
124,2011,124201101,12711000,32.03,35,1,32.03,27,2,23000,4,1,100,2,3,35,114,18,4900
124,2011,124201101,12803000,32.03,35,2,32.03,37,2,24020,2,1,100,2,3,35,112,14,31000
124,2011,124201101,12885000,32.03,35,3,32.03,28,2,24020,2,1,100,2,3,35,114,18,13700
124,2011,124201101,12906000,31.96,24,2,31.96,43,2,24020,2,1,100,2,3,35,112,14,19400
124,2011,124201101,12992000,32,24,2,32,34,2,13000,4,1,100,2,3,35,113,15,0
124,2011,124201101,13005000,31.96,24,2,31.96,43,2,24020,2,1,100,2,3,35,112,14,0
124,2011,124201101,13010000,31.72,48,1,31.72,40,2,24020,2,1,100,2,3,35,112,14,3200
124,2011,124201101,13060000,32.62,59,6,32.62,33,2,33080,4,1,100,2,3,35,113,15,10700
124,2011,124201101,13169000,32.42,35,4,32.42,15,2,24020,2,2,200,2,3,35,114,18,600
124,2011,124201101,13270000,41.02,10,2,41.02,42,2,24020,2,1,100,2,3,35,113,15,8800
124,2011,124201101,13271000,31.96,24,2,31.96,47,2,24020,2,1,100,2,3,35,112,14,17100
124,2011,124201101,13272000,49.66,12,1,49.66,36,2,33080,4,1,100,2,3,35,114,18,28700
124,2011,124201101,13315000,31.84,46,2,31.84,55,2,24020,2,1,100,2,3,35,113,15,0
124,2011,124201101,13514000,79.43,35,1,79.43,33,2,24040,4,1,100,2,3,35,114,18,5500
124,2011,124201101,13570000,32.03,35,1,32.03,55,2,21999,3,1,100,2,3,35,112,14,32500
124,2011,124201101,13608000,32.62,59,2,32.62,52,2,24020,2,1,100,2,3,35,113,15,15400
124,2011,124201101,13620000,31.96,24,3,31.96,24,2,24020,2,1,100,2,3,35,113,15,18500
124,2011,124201101,13712000,32.1,59,1,32.1,47,2,24020,2,1,100,2,3,35,112,14,30600
124,2011,124201101,13912000,33.93,35,3,33.93,23,2,19999,3,2,200,2,3,35,113,15,1000
124,2011,124201101,13957000,31.17,48,1,31.17,44,2,24020,2,1,100,2,3,35,112,14,60500
124,2011,124201101,13995000,32.03,35,1,32.03,52,2,31011,3,3,300,1,3,35,114,18,9800
